,畢業滿_年,工作職業類型
9539,1,政府公共事務類
9540,1,金融財務類
9541,1,資訊科技類
9542,1,金融財務類
9543,3,金融財務類
9544,1,金融財務類
9545,1,政府公共事務類
9546,1,金融財務類
9547,1,金融財務類
9548,1,科學、技術、工程、數學類
9549,1,企業經營管理類
9550,1,行銷與銷售類
9551,1,資訊科技類
9552,1,製造業
9553,3,科學、技術、工程、數學類
9554,1,金融財務類
9555,1,資訊科技類
9556,3,藝文與影音傳播類
9557,1,教育與訓練類
9558,1,休閒與觀光旅遊類
9559,1,休閒與觀光旅遊類
9560,1,資訊科技類
9561,3,藝文與影音傳播類
9562,1,科學、技術、工程、數學類
9563,1,個人及社會服務類
9564,1,金融財務類
9565,1,金融財務類
9566,1,金融財務類
9567,1,金融財務類
9568,1,個人及社會服務類
9569,1,金融財務類
9570,1,金融財務類
9571,1,金融財務類
9572,1,行銷與銷售類
9573,1,政府公共事務類
9574,1,
9575,1,金融財務類
9576,1,教育與訓練類
9577,1,行銷與銷售類
9578,1,教育與訓練類
9579,1,企業經營管理類
9580,1,製造業
9581,1,醫療保健類
9582,1,企業經營管理類
9583,1,製造業
9584,1,金融財務類
9585,1,個人及社會服務類
9586,1,企業經營管理類
9587,1,企業經營管理類
9588,1,金融財務類
9589,1,金融財務類
9590,1,行銷與銷售類
9591,1,金融財務類
9592,1,
9593,1,製造業
9594,1,教育與訓練類
9595,1,休閒與觀光旅遊類
9596,1,建築營造業
9597,1,行銷與銷售類
9598,1,個人及社會服務類
9599,1,製造業
9600,1,教育與訓練類
9601,1,建築營造業
9602,1,資訊科技類
9603,1,金融財務類
9604,1,
9605,1,建築營造業
9606,1,金融財務類
9607,1,
9608,1,
9609,1,金融財務類
9610,1,金融財務類
9611,1,
9612,1,資訊科技類
9613,1,行銷與銷售類
9614,1,金融財務類
9615,1,金融財務類
9616,1,金融財務類
9617,1,金融財務類
9618,1,金融財務類
9619,1,個人及社會服務類
9620,1,金融財務類
9621,1,金融財務類
9622,1,
9623,1,
9624,1,
9625,1,金融財務類
9626,1,金融財務類
9627,1,金融財務類
9628,1,金融財務類
9629,1,
9630,1,金融財務類
9631,1,金融財務類
9632,1,
9633,1,
9634,1,金融財務類
9635,1,金融財務類
9636,1,
9637,1,金融財務類
9638,1,金融財務類
9639,1,
9640,1,製造業
9641,1,
9642,1,
9643,1,行銷與銷售類
9644,1,
9645,1,金融財務類
9646,1,金融財務類
9647,1,
9648,1,
9649,1,金融財務類
9650,1,金融財務類
9651,1,金融財務類
9652,1,金融財務類
9653,1,政府公共事務類
9654,1,金融財務類
9655,1,藝文與影音傳播類
9656,1,
9657,1,金融財務類
9658,1,金融財務類
9659,1,金融財務類
9660,1,政府公共事務類
9661,1,企業經營管理類
9662,1,金融財務類
9663,1,政府公共事務類
9664,1,金融財務類
9665,1,金融財務類
9666,1,
9667,1,金融財務類
9668,1,資訊科技類
9669,1,
9670,1,金融財務類
9671,1,藝文與影音傳播類
9672,1,
9673,1,
9674,1,
9675,1,
9676,1,
9677,1,資訊科技類
9678,1,金融財務類
9679,1,
9680,1,金融財務類
9681,1,休閒與觀光旅遊類
9682,1,
9683,1,金融財務類
9684,1,教育與訓練類
9685,1,科學、技術、工程、數學類
9686,1,
9687,1,行銷與銷售類
9688,1,
9689,1,資訊科技類
9690,1,個人及社會服務類
9691,1,資訊科技類
9692,1,企業經營管理類
9693,1,
9694,1,天然資源、食品與農業類
9695,1,
9696,1,
9697,1,資訊科技類
9698,1,行銷與銷售類
9699,1,行銷與銷售類
9700,1,行銷與銷售類
9701,1,
9702,1,
9703,1,企業經營管理類
9704,1,
9705,1,
9706,1,教育與訓練類
9707,1,
9708,1,
9709,1,
9710,1,企業經營管理類
9711,1,
9712,1,
9713,1,資訊科技類
9714,1,個人及社會服務類
9715,1,行銷與銷售類
9716,1,
9717,1,行銷與銷售類
9718,1,
9719,1,
9720,1,金融財務類
9721,1,
9722,1,行銷與銷售類
9723,1,
9724,1,資訊科技類
9725,1,資訊科技類
9726,1,資訊科技類
9727,1,
9728,1,金融財務類
9729,1,
9730,1,資訊科技類
9731,1,資訊科技類
9732,1,個人及社會服務類
9733,1,資訊科技類
9734,1,資訊科技類
9735,1,
9736,1,
9737,1,製造業
9738,1,資訊科技類
9739,1,
9740,1,行銷與銷售類
9741,1,
9742,1,資訊科技類
9743,1,資訊科技類
9744,1,政府公共事務類
9745,1,資訊科技類
9746,1,休閒與觀光旅遊類
9747,1,
9748,1,
9749,1,
9750,1,教育與訓練類
9751,1,物流運輸類
9752,1,教育與訓練類
9753,1,政府公共事務類
9754,1,教育與訓練類
9755,1,製造業
9756,1,企業經營管理類
9757,1,
9758,1,行銷與銷售類
9759,1,企業經營管理類
9760,1,
9761,1,藝文與影音傳播類
9762,1,個人及社會服務類
9763,1,企業經營管理類
9764,1,行銷與銷售類
9765,1,
9766,1,藝文與影音傳播類
9767,1,建築營造業
9768,1,企業經營管理類
9769,1,
9770,1,
9771,1,藝文與影音傳播類
9772,1,藝文與影音傳播類
9773,1,行銷與銷售類
9774,1,物流運輸類
9775,1,休閒與觀光旅遊類
9776,1,教育與訓練類
9777,1,企業經營管理類
9778,1,行銷與銷售類
9779,1,
9780,1,教育與訓練類
9781,1,藝文與影音傳播類
9782,1,資訊科技類
9783,1,企業經營管理類
9784,1,行銷與銷售類
9785,1,
9786,1,藝文與影音傳播類
9787,1,個人及社會服務類
9788,1,藝文與影音傳播類
9789,1,
9790,1,
9791,1,個人及社會服務類
9792,1,政府公共事務類
9793,1,藝文與影音傳播類
9794,1,行銷與銷售類
9795,1,教育與訓練類
9796,1,行銷與銷售類
9797,1,金融財務類
9798,1,
9799,1,
9800,1,藝文與影音傳播類
9801,1,個人及社會服務類
9802,1,
9803,1,藝文與影音傳播類
9804,1,藝文與影音傳播類
9805,1,科學、技術、工程、數學類
9806,1,企業經營管理類
9807,1,
9808,1,政府公共事務類
9809,1,休閒與觀光旅遊類
9810,1,行銷與銷售類
9811,1,
9812,1,金融財務類
9813,1,金融財務類
9814,1,金融財務類
9815,1,教育與訓練類
9816,1,金融財務類
9817,1,
9818,1,行銷與銷售類
9819,1,
9820,1,金融財務類
9821,1,金融財務類
9822,1,金融財務類
9823,1,
9824,1,金融財務類
9825,1,金融財務類
9826,1,金融財務類
9827,1,金融財務類
9828,1,製造業
9829,1,
9830,1,
9831,1,
9832,1,金融財務類
9833,1,資訊科技類
9834,1,資訊科技類
9835,1,
9836,1,資訊科技類
9837,1,金融財務類
9838,1,資訊科技類
9839,1,製造業
9840,1,政府公共事務類
9841,1,政府公共事務類
9842,1,企業經營管理類
9843,1,個人及社會服務類
9844,1,企業經營管理類
9845,1,休閒與觀光旅遊類
9846,1,行銷與銷售類
9847,1,科學、技術、工程、數學類
9848,1,金融財務類
9849,1,行銷與銷售類
9850,1,資訊科技類
9851,1,行銷與銷售類
9852,1,教育與訓練類
9853,1,
9854,1,資訊科技類
9855,1,金融財務類
9856,1,金融財務類
9857,1,金融財務類
9858,1,金融財務類
9859,1,金融財務類
9860,1,金融財務類
9861,1,金融財務類
9862,1,建築營造業
9863,1,建築營造業
9864,1,行銷與銷售類
9865,1,金融財務類
9866,1,行銷與銷售類
9867,1,個人及社會服務類
9868,1,建築營造業
9869,5,
9870,5,
9871,3,
9872,5,
9873,5,
9874,5,
9875,5,
9876,3,休閒與觀光旅遊類
9877,5,
9878,3,行銷與銷售類
9879,3,
9880,5,
9881,3,建築營造業
9882,5,
9883,5,
9884,5,
9885,5,
9886,3,資訊科技類
9887,5,
9888,5,
9889,3,金融財務類
9890,5,
9891,5,
9892,3,企業經營管理類
9893,5,
9894,3,行銷與銷售類
9895,3,休閒與觀光旅遊類
9896,5,
9897,5,
9898,5,
9899,3,製造業
9900,5,
9901,5,
9902,5,
9903,3,教育與訓練類
9904,5,
9905,5,
9906,3,
9907,5,
9908,5,
9909,5,
9910,3,企業經營管理類
9911,5,
9912,5,
9913,5,
9914,5,
9915,5,
9916,5,
9917,5,
9918,3,
9919,5,
9920,5,
9921,5,
9922,5,
9923,5,
9924,3,
9925,5,
9926,5,
9927,5,
9928,5,
9929,5,
9930,5,
9931,3,
9932,5,
9933,5,
9934,5,
9935,3,
9936,5,
9937,5,
9938,5,
9939,5,
9940,5,
9941,3,行銷與銷售類
9942,3,行銷與銷售類
9943,5,
9944,5,
9945,5,
9946,5,
9947,5,
9948,5,
9949,5,
9950,5,
9951,5,
9952,5,
9953,5,
9954,5,
9955,3,企業經營管理類
9956,3,物流運輸類
9957,5,
9958,5,
9959,5,
9960,5,
9961,5,
9962,5,
9963,5,
9964,5,
9965,5,
9966,5,
9967,5,
9968,5,
9969,5,
9970,5,
9971,5,
9972,5,
9973,5,
9974,5,
9975,5,
9976,5,
9977,5,
9978,5,
9979,5,
9980,5,
9981,5,
9982,5,
9983,5,
9984,3,
9985,5,
9986,5,
9987,5,
9988,5,
9989,3,資訊科技類
9990,5,
9991,5,
9992,5,
9993,5,
9994,5,
9995,5,
9996,5,
9997,3,行銷與銷售類
9998,5,
9999,5,
10000,5,
10001,5,
10002,5,
10003,5,
10004,5,
10005,5,
10006,5,
10007,3,
10008,5,
10009,5,
10010,5,
10011,5,
10012,5,
10013,5,
10014,3,
10015,5,
10016,5,
10017,5,
10018,5,
10019,5,
10020,5,
10021,5,
10022,5,
10023,5,
10024,5,
10025,5,
10026,5,
10027,5,
10028,5,
10029,5,
10030,5,
10031,5,
10032,5,
10033,5,
10034,5,
10035,5,
10036,5,
10037,5,
10038,5,
10039,5,
10040,5,
10041,5,
10042,5,
10043,5,
10044,5,
10045,5,
10046,5,
10047,5,
10048,5,
10049,3,
10050,3,金融財務類
10051,5,
10052,5,
10053,5,
10054,3,
10055,5,
10056,5,
10057,5,
10058,3,建築營造業
10059,5,
10060,5,
10061,5,
10062,5,
10063,3,金融財務類
10064,5,
10065,5,
10066,5,
10067,5,
10068,5,
10069,5,
10070,5,
10071,5,
10072,3,個人及社會服務類
10073,5,
10074,5,
10075,5,
10076,5,
10077,5,
10078,5,
10079,5,
10080,5,
10081,3,製造業
10082,5,
10083,5,
10084,5,
10085,5,
10086,5,
10087,3,企業經營管理類
10088,1,資訊科技類
10089,5,
10090,5,
10091,3,金融財務類
10092,5,
10093,5,
10094,5,
10095,5,
10096,5,
10097,5,
10098,5,
10099,5,
10100,5,
10101,5,
10102,5,
10103,3,金融財務類
10104,5,
10105,5,
10106,5,
10107,5,
10108,5,
10109,5,
10110,5,
10111,5,
10112,5,
10113,5,
10114,5,
10115,5,
10116,5,
10117,5,
10118,5,
10119,3,
10120,5,
10121,5,
10122,5,
10123,5,
10124,5,
10125,5,
10126,5,
10127,5,
10128,5,
10129,3,製造業
10130,5,
10131,5,
10132,5,
10133,5,
10134,3,行銷與銷售類
10135,5,
10136,5,
10137,5,
10138,5,
10139,5,
10140,5,
10141,5,
10142,5,
10143,3,行銷與銷售類
10144,3,企業經營管理類
10145,3,
10146,3,
10147,5,
10148,3,金融財務類
10149,5,
10150,3,
10151,3,金融財務類
10152,5,
10153,5,
10154,3,藝文與影音傳播類
10155,3,金融財務類
10156,5,
10157,3,
10158,5,
10159,3,金融財務類
10160,5,
10161,3,金融財務類
10162,5,
10163,3,金融財務類
10164,5,
10165,3,藝文與影音傳播類
10166,3,金融財務類
10167,3,
10168,5,
10169,5,
10170,3,金融財務類
10171,5,
10172,3,金融財務類
10173,3,金融財務類
10174,5,
10175,3,
10176,3,
10177,3,
10178,3,金融財務類
10179,5,
10180,3,
10181,3,企業經營管理類
10182,3,
10183,5,
10184,3,金融財務類
10185,3,政府公共事務類
10186,3,
10187,1,科學、技術、工程、數學類
10188,5,
10189,3,
10190,3,
10191,3,
10192,3,
10193,5,
10194,3,製造業
10195,5,
10196,5,
10197,3,金融財務類
10198,5,
10199,3,
10200,3,
10201,1,教育與訓練類
10202,3,
10203,5,
10204,3,
10205,3,
10206,3,
10207,3,
10208,5,
10209,3,
10210,5,
10211,3,
10212,3,
10213,3,
10214,5,
10215,3,
10216,5,
10217,3,物流運輸類
10218,3,金融財務類
10219,3,
10220,3,金融財務類
10221,3,
10222,5,
10223,5,
10224,3,金融財務類
10225,3,
10226,3,行銷與銷售類
10227,3,物流運輸類
10228,5,
10229,3,
10230,5,
10231,3,行銷與銷售類
10232,3,行銷與銷售類
10233,5,
10234,3,企業經營管理類
10235,5,
10236,3,
10237,3,金融財務類
10238,5,
10239,5,
10240,3,個人及社會服務類
10241,3,
10242,3,金融財務類
10243,5,
10244,3,行銷與銷售類
10245,5,
10246,1,資訊科技類
10247,3,行銷與銷售類
10248,3,個人及社會服務類
10249,3,天然資源、食品與農業類
10250,3,資訊科技類
10251,5,
10252,3,天然資源、食品與農業類
10253,5,
10254,3,政府公共事務類
10255,3,
10256,3,
10257,3,資訊科技類
10258,3,
10259,3,天然資源、食品與農業類
10260,3,資訊科技類
10261,5,
10262,3,
10263,3,資訊科技類
10264,5,
10265,3,
10266,3,行銷與銷售類
10267,3,
10268,5,
10269,3,行銷與銷售類
10270,3,企業經營管理類
10271,3,資訊科技類
10272,3,資訊科技類
10273,5,
10274,3,資訊科技類
10275,5,
10276,3,資訊科技類
10277,3,資訊科技類
10278,3,藝文與影音傳播類
10279,3,資訊科技類
10280,5,
10281,3,金融財務類
10282,5,
10283,5,
10284,3,資訊科技類
10285,5,
10286,3,藝文與影音傳播類
10287,3,資訊科技類
10288,3,
10289,3,行銷與銷售類
10290,5,
10291,3,
10292,5,
10293,3,
10294,3,
10295,3,行銷與銷售類
10296,3,醫療保健類
10297,3,企業經營管理類
10298,5,
10299,3,行銷與銷售類
10300,3,企業經營管理類
10301,3,休閒與觀光旅遊類
10302,3,休閒與觀光旅遊類
10303,3,
10304,5,
10305,5,
10306,5,
10307,1,企業經營管理類
10308,1,個人及社會服務類
10309,5,
10310,3,
10311,3,
10312,5,
10313,5,
10314,3,藝文與影音傳播類
10315,5,
10316,3,
10317,5,
10318,3,
10319,5,
10320,5,
10321,5,
10322,5,
10323,3,資訊科技類
10324,5,
10325,3,資訊科技類
10326,3,
10327,3,
10328,1,教育與訓練類
10329,3,物流運輸類
10330,5,
10331,3,醫療保健類
10332,5,
10333,3,金融財務類
10334,5,
10335,5,
10336,1,金融財務類
10337,3,資訊科技類
10338,1,資訊科技類
10339,5,
10340,3,司法、法律與公共安全類
10341,1,金融財務類
10342,3,製造業
10343,5,
10344,1,行銷與銷售類
10345,1,
10346,1,休閒與觀光旅遊類
10347,1,金融財務類
10348,1,企業經營管理類
10349,1,資訊科技類
10350,1,企業經營管理類
10351,1,企業經營管理類
10352,1,科學、技術、工程、數學類
10353,3,製造業
10354,1,科學、技術、工程、數學類
10355,5,
10356,3,行銷與銷售類
10357,3,行銷與銷售類
10358,5,
10359,3,醫療保健類
10360,5,
10361,3,行銷與銷售類
10362,1,資訊科技類
10363,3,藝文與影音傳播類
10364,5,
10365,5,
10366,1,企業經營管理類
10367,3,行銷與銷售類
10368,5,
10369,3,金融財務類
10370,5,
10371,1,金融財務類
10372,3,科學、技術、工程、數學類
10373,5,
10374,3,行銷與銷售類
10375,3,金融財務類
10376,1,科學、技術、工程、數學類
10377,1,醫療保健類
10378,3,醫療保健類
10379,5,
10380,5,
10381,5,
10382,3,天然資源、食品與農業類
10383,3,休閒與觀光旅遊類
10384,5,
10385,3,行銷與銷售類
10386,1,行銷與銷售類
10387,3,休閒與觀光旅遊類
10388,1,金融財務類
10389,3,政府公共事務類
10390,5,
10391,1,司法、法律與公共安全類
10392,1,教育與訓練類
10393,3,企業經營管理類
10394,1,政府公共事務類
10395,3,金融財務類
10396,3,休閒與觀光旅遊類
10397,1,休閒與觀光旅遊類
10398,3,金融財務類
10399,1,金融財務類
10400,1,教育與訓練類
10401,3,政府公共事務類
10402,3,物流運輸類
10403,1,行銷與銷售類
10404,1,資訊科技類
10405,1,醫療保健類
10406,3,行銷與銷售類
10407,3,企業經營管理類
10408,5,
10409,1,個人及社會服務類
10410,3,休閒與觀光旅遊類
10411,3,個人及社會服務類
10412,1,
10413,1,科學、技術、工程、數學類
10414,3,個人及社會服務類
10415,1,休閒與觀光旅遊類
10416,1,科學、技術、工程、數學類
10417,3,行銷與銷售類
10418,3,個人及社會服務類
10419,1,個人及社會服務類
10420,1,
10421,3,資訊科技類
10422,1,休閒與觀光旅遊類
10423,1,休閒與觀光旅遊類
10424,3,企業經營管理類
10425,3,建築營造業
10426,1,行銷與銷售類
10427,5,
10428,1,休閒與觀光旅遊類
10429,3,休閒與觀光旅遊類
10430,3,休閒與觀光旅遊類
10431,3,個人及社會服務類
10432,3,個人及社會服務類
10433,5,
10434,3,個人及社會服務類
10435,3,建築營造業
10436,5,
10437,1,製造業
10438,3,
10439,3,教育與訓練類
10440,5,
10441,3,藝文與影音傳播類
10442,3,個人及社會服務類
10443,3,行銷與銷售類
10444,3,休閒與觀光旅遊類
10445,5,
10446,3,休閒與觀光旅遊類
10447,3,休閒與觀光旅遊類
10448,3,休閒與觀光旅遊類
10449,3,金融財務類
10450,5,
10451,3,
10452,3,休閒與觀光旅遊類
10453,5,
10454,5,
10455,3,
10456,3,
10457,5,
10458,3,科學、技術、工程、數學類
10459,5,
10460,5,
10461,3,行銷與銷售類
10462,5,
10463,3,休閒與觀光旅遊類
10464,5,
10465,3,金融財務類
10466,3,
10467,3,製造業
10468,3,藝文與影音傳播類
10469,5,
10470,3,藝文與影音傳播類
10471,3,休閒與觀光旅遊類
10472,5,
10473,3,
10474,3,
10475,5,
10476,5,
10477,5,
10478,3,
10479,3,物流運輸類
10480,3,
10481,1,天然資源、食品與農業類
10482,5,
10483,3,
10484,3,資訊科技類
10485,5,
10486,3,企業經營管理類
10487,3,科學、技術、工程、數學類
10488,5,
10489,5,
10490,3,
10491,3,行銷與銷售類
10492,5,
10493,3,政府公共事務類
10494,3,休閒與觀光旅遊類
10495,3,休閒與觀光旅遊類
10496,5,
10497,3,
10498,3,物流運輸類
10499,3,資訊科技類
10500,3,藝文與影音傳播類
10501,5,
10502,3,
10503,5,
10504,3,藝文與影音傳播類
10505,3,
10506,3,藝文與影音傳播類
10507,5,
10508,3,個人及社會服務類
10509,5,
10510,3,
10511,5,
10512,3,個人及社會服務類
10513,3,個人及社會服務類
10514,3,個人及社會服務類
10515,5,
10516,3,教育與訓練類
10517,3,行銷與銷售類
10518,5,
10519,5,
10520,5,
10521,5,
10522,3,
10523,3,休閒與觀光旅遊類
10524,3,天然資源、食品與農業類
10525,5,
10526,5,
10527,1,休閒與觀光旅遊類
10528,3,
10529,3,政府公共事務類
10530,5,
10531,3,行銷與銷售類
10532,5,
10533,3,天然資源、食品與農業類
10534,5,
10535,3,行銷與銷售類
10536,5,
10537,5,
10538,3,個人及社會服務類
10539,3,休閒與觀光旅遊類
